User ID,Hotel ID,Ratings,Satisfaction,Staff,Facilities,Cleanliness,Comfort,Value for money,Location,Free Wifi
1286,165,8.4,4,9.59,7.94,9.14,7.06,8.41,8.19,0.0
1242,166,9.0,4,9.28,9.12,8.44,9.08,9.56,8.51,0.0
1247,167,7.4,1,7.2,8.27,7.58,7.18,7.21,7.12,0.0
1248,168,8.7,2,8.97,9.09,9.68,7.55,7.04,9.96,0.0
1290,169,8.8,1,10.0,7.42,8.94,7.41,9.85,9.17,1.0
1291,170,8.5,3,7.62,8.72,8.16,8.82,8.67,9.04,0.0
1292,171,8.2,5,9.0,7.74,9.76,7.88,7.37,7.49,0.0
1293,172,7.9,1,9.56,7.04,7.59,7.54,7.12,8.5,0.0
1294,173,8.6,3,9.68,9.58,7.58,7.66,8.79,8.6,0.0
1295,174,8.0,1,8.79,7.08,7.38,9.96,7.1,7.97,1.0
1296,175,8.9,4,8.65,9.53,9.44,8.32,9.68,7.79,0.0
197,1,8.4,5,8.91,8.71,9.33,7.25,9.34,7.82,7.58
198,2,8.9,4,8.73,9.34,8.84,9.91,8.46,8.66,8.12
199,3,8.6,4,8.91,7.65,9.45,8.82,8.38,9.25,7.82
200,4,8.2,1,9.15,8.63,7.37,8.47,8.88,7.27,7.6
201,5,8.9,1,9.99,9.18,9.95,8.71,7.13,9.15,7.9
202,6,8.3,4,8.84,7.63,8.75,7.71,7.47,8.9,8.6
203,7,8.6,2,9.83,8.34,7.4,7.89,9.58,9.08,8.07
204,8,8.6,2,8.08,8.49,8.61,9.86,8.69,7.16,9.19
205,9,8.0,2,9.72,7.24,7.27,9.18,7.32,8.24,7.18
206,10,8.5,4,7.84,7.97,9.51,9.14,9.25,7.34,8.47
207,11,8.8,4,8.96,8.88,8.26,8.76,7.73,9.47,9.49
208,12,9.1,4,9.75,9.99,9.11,8.09,8.71,9.61,8.71
209,13,8.5,4,8.28,8.91,8.82,7.55,8.88,9.54,7.19
210,14,9.0,1,9.51,9.52,8.61,9.93,9.65,8.09,7.79
211,15,9.1,4,9.06,9.66,8.87,9.43,8.48,9.04,9.2
212,16,9.2,4,9.47,9.82,9.05,9.64,9.6,8.43,8.48
213,17,7.9,2,7.29,9.42,7.4,7.13,7.54,9.33,7.43
214,18,8.6,2,9.56,9.7,7.06,7.39,9.4,7.38,9.45
215,19,8.7,1,8.85,7.57,8.07,9.58,7.35,9.84,9.38
216,20,8.7,2,9.57,7.93,7.48,7.43,9.31,9.64,9.25
217,21,8.9,4,9.96,8.26,10.0,8.03,9.21,9.65,7.53
218,22,8.8,1,9.95,7.82,9.42,7.86,8.68,9.02,8.77
219,23,8.4,1,7.12,8.02,9.02,8.99,7.79,7.73,9.91
220,24,8.5,4,8.2,9.61,7.6,9.56,8.53,7.59,8.35
221,25,8.4,4,9.04,7.4,8.91,7.04,8.2,9.72,8.51
222,26,8.9,4,8.91,8.17,9.03,9.16,8.01,9.28,9.63
223,27,8.2,5,9.82,7.05,7.05,8.18,8.75,7.86,8.41
224,28,9.0,2,9.12,8.92,9.34,9.63,7.56,9.16,9.12
225,29,8.4,2,7.04,8.52,9.9,7.25,8.46,8.07,9.77
226,30,8.5,1,8.16,9.47,7.54,8.13,7.62,9.82,8.47
227,31,8.7,4,9.3,8.99,8.53,7.42,9.9,8.28,8.68
228,32,8.5,2,7.7,9.55,9.13,7.97,9.96,7.3,7.85
229,33,8.7,1,9.98,8.43,7.71,8.79,8.03,9.24,8.98
230,34,8.3,1,8.25,9.2,8.76,8.44,8.16,7.16,8.19
231,35,8.0,2,7.22,8.62,8.42,8.86,7.62,7.22,8.09
232,36,8.9,2,8.67,9.54,9.65,8.3,7.35,9.18,9.28
233,37,8.6,1,9.89,8.72,7.34,8.52,7.61,9.01,9.34
234,38,8.5,4,8.88,8.82,7.3,8.53,7.04,9.6,9.07
235,39,8.5,4,7.53,8.29,9.92,8.47,8.06,9.94,7.53
236,40,8.9,1,8.2,8.72,8.04,9.83,9.94,9.9,7.64
237,41,8.3,2,7.68,7.57,9.61,7.1,9.94,7.07,9.24
238,42,8.5,2,8.24,10.0,9.8,7.1,8.81,7.31,8.12
239,43,8.1,2,8.75,9.65,7.22,8.22,8.44,7.17,7.44
240,44,8.4,4,8.82,9.22,7.95,7.71,7.31,8.95,9.07
241,45,9.1,1,9.4,8.55,9.88,9.42,7.95,9.28,9.02
242,46,8.1,1,7.07,8.91,8.13,8.31,7.05,8.74,8.56
243,47,8.2,4,7.8,8.35,7.35,8.93,9.8,7.88,7.6
244,48,8.1,4,7.02,9.27,7.58,8.43,9.87,7.43,7.17
245,49,8.3,2,7.08,7.47,8.73,9.84,9.99,7.79,7.34
246,50,7.9,1,8.65,7.36,8.98,7.17,7.63,8.4,7.05
247,51,8.6,1,9.03,8.84,8.96,9.21,8.87,7.17,8.32
248,52,8.2,3,10.0,7.81,8.78,7.5,7.17,8.74,7.41
249,53,7.9,4,7.78,7.12,7.48,9.84,7.52,7.83,7.8
250,54,8.5,1,7.81,9.74,8.5,9.84,8.79,7.36,7.44
251,55,8.4,1,8.99,9.72,9.79,7.5,8.16,7.6,7.04
252,56,8.5,4,8.81,9.01,8.52,7.69,8.05,7.56,9.72
253,57,8.6,4,9.72,7.08,7.84,7.79,9.7,8.59,9.78
254,58,8.2,2,9.97,9.35,7.42,8.19,7.05,7.17,8.35
255,59,8.5,1,9.47,7.38,8.28,7.09,8.49,9.9,8.58
256,60,8.6,4,8.34,7.67,9.58,7.33,8.0,9.62,9.6
257,61,8.9,4,7.45,8.97,9.03,9.38,9.58,8.95,9.01
258,62,8.6,4,7.43,9.85,9.19,9.8,7.25,9.44,7.51
259,63,8.5,2,9.22,9.02,9.73,9.16,7.85,7.64,7.01
260,64,8.6,4,7.77,9.6,9.18,8.85,9.51,7.88,7.66
261,65,8.7,4,9.48,8.28,8.96,7.59,8.08,8.73,9.9
262,66,8.2,4,7.31,7.71,7.53,7.79,8.54,8.8,9.55
263,67,8.5,4,9.88,7.25,8.64,7.53,7.89,9.94,8.09
264,68,8.7,2,8.74,7.5,8.51,9.34,7.67,9.8,9.64
265,69,8.1,1,8.24,7.07,8.12,8.66,8.43,8.07,8.23
266,70,8.6,4,7.76,8.41,9.49,9.62,9.26,8.02,7.37
267,71,8.6,1,7.27,9.77,9.71,7.69,9.01,8.47,8.26
268,72,7.8,1,7.13,8.1,7.02,7.79,7.27,9.05,8.06
269,73,8.5,1,8.58,8.37,7.1,7.95,8.4,8.95,9.88
270,74,8.4,5,7.01,7.75,9.82,9.56,7.01,9.97,7.37
271,75,8.1,2,8.34,7.76,8.61,7.81,7.82,8.75,7.75
272,76,8.8,4,9.57,7.71,8.9,9.69,7.72,8.13,9.66
273,77,8.6,1,8.09,8.93,9.11,8.05,7.42,9.56,8.8
274,78,8.4,1,9.17,9.31,9.33,8.82,7.37,7.38,7.08
275,79,8.5,2,9.52,8.38,9.85,8.06,9.21,7.6,7.04
276,80,8.4,4,9.18,7.51,7.28,8.56,8.39,9.58,8.05
277,81,8.3,4,8.52,9.71,9.36,7.51,7.11,8.43,7.25
278,82,8.8,4,9.99,9.57,7.69,9.35,8.21,7.94,9.15
279,83,8.5,1,9.48,9.72,7.4,9.69,7.23,8.14,7.85
280,84,8.0,2,9.17,7.26,7.19,8.05,7.6,8.01,8.38
281,85,9.0,3,9.56,8.96,9.95,7.55,9.72,9.4,7.83
282,86,8.3,4,7.49,9.51,7.29,7.3,8.14,9.16,9.42
283,87,8.2,4,7.43,7.92,9.13,9.13,7.15,7.39,9.57
284,88,8.5,4,9.99,8.7,7.64,8.46,8.37,7.25,9.12
285,89,8.6,1,9.4,7.47,9.69,8.96,7.54,8.8,8.31
286,90,8.4,3,9.33,9.79,8.86,7.89,7.57,7.04,8.02
287,91,8.1,3,7.11,9.09,7.01,9.71,8.94,7.92,7.13
288,92,8.4,4,8.62,7.54,9.48,8.19,7.68,7.72,9.36
289,93,8.6,2,8.13,8.09,7.05,9.16,9.66,8.51,9.44
290,94,8.8,1,9.58,9.65,8.58,8.91,7.03,9.93,8.2
291,95,8.9,1,8.46,9.61,9.62,7.61,9.72,9.87,7.71
292,96,8.9,4,8.92,8.15,9.0,8.39,8.96,9.69,8.87
293,97,8.3,4,7.93,9.87,7.56,7.99,7.57,9.57,7.76
294,98,8.1,4,8.67,8.01,8.05,7.15,7.96,8.58,8.25
295,99,8.6,1,8.49,8.88,7.89,8.3,8.44,9.48,8.83
296,100,8.6,3,9.5,7.83,7.15,9.69,9.31,8.85,7.69
297,101,9.0,3,10.0,9.16,7.9,9.4,9.16,7.72,9.81
298,102,8.2,2,9.52,7.85,8.71,7.73,8.75,7.25,7.27
299,103,8.5,2,7.46,9.43,7.03,9.39,8.91,7.0,9.97
300,104,8.8,1,8.52,9.21,9.03,7.77,9.04,8.24,9.74
301,105,8.5,2,8.13,7.01,9.18,9.08,8.44,9.14,8.78
302,106,8.5,1,9.56,8.27,9.94,7.38,8.07,8.18,8.35
303,107,8.2,5,8.37,7.68,7.28,7.52,9.1,7.87,9.56
304,108,8.9,3,9.53,9.44,8.82,9.18,7.94,7.94,9.29
305,109,8.1,1,7.7,8.22,9.08,9.34,7.2,7.46,7.5
306,110,8.3,1,8.12,8.68,8.44,7.0,7.87,8.98,8.97
307,111,7.9,5,8.05,7.21,8.06,8.24,7.11,8.35,8.13
308,112,8.3,3,8.83,8.99,7.09,9.26,8.01,7.69,8.37
309,113,8.7,1,8.08,8.72,7.61,9.46,9.02,9.72,8.35
310,114,8.6,4,7.06,7.74,8.92,7.87,9.38,9.91,9.21
311,115,8.9,5,8.4,9.86,8.05,9.07,9.94,9.25,7.55
312,116,8.8,1,7.54,9.45,9.6,9.52,9.99,7.94,7.71
313,117,8.7,5,8.8,9.78,8.96,8.71,8.77,8.91,7.03
203,118,7.9,3,7.12,8.25,8.04,9.64,7.75,7.36,7.01
204,119,8.2,4,7.89,7.96,7.47,8.85,8.93,7.08,9.36
205,120,8.3,1,9.4,7.76,7.77,7.33,7.31,8.88,9.92
206,121,8.2,5,8.78,8.63,8.59,7.09,7.89,8.4,8.11
207,122,8.2,2,7.15,8.32,8.74,7.36,8.72,8.74,8.59
208,123,8.6,4,9.29,7.69,7.07,9.22,9.27,8.2,9.33
209,124,8.5,3,8.85,9.5,7.97,8.85,8.23,9.27,7.17
210,125,8.9,4,9.3,7.66,7.55,9.4,9.41,9.52,9.73
211,126,8.3,2,9.44,8.75,7.69,7.83,8.75,8.63,7.18
212,127,8.4,3,7.62,9.11,8.89,8.32,8.01,8.48,8.54
213,128,7.9,3,7.1,7.75,8.89,8.77,7.82,7.73,7.1
214,129,8.1,2,7.06,9.62,9.02,7.59,8.67,7.43,7.37
215,130,9.3,1,9.74,9.2,9.45,9.49,8.85,9.25,9.07
216,131,8.5,3,9.59,7.72,9.47,7.38,8.0,7.63,9.36
217,132,9.0,4,9.72,7.36,9.47,9.66,8.15,9.27,9.32
218,133,8.6,3,7.29,7.21,9.41,8.59,9.48,9.63,8.36
219,134,8.4,2,8.21,7.65,7.77,9.5,9.29,9.22,7.5
220,135,7.8,2,7.68,7.36,7.23,7.96,8.32,7.7,8.56
221,136,8.2,5,7.54,9.42,7.05,7.6,9.99,8.6,7.37
222,137,9.0,4,8.98,8.77,9.58,9.75,9.2,8.49,8.34
223,138,8.4,4,7.29,8.47,8.3,9.11,9.77,7.89,8.05
224,139,8.7,3,7.26,9.44,8.0,9.42,9.75,9.1,8.03
225,140,8.4,4,9.53,7.66,8.78,7.5,8.26,7.14,9.96
226,141,8.9,5,8.84,8.61,7.99,9.78,9.71,9.73,7.83
227,142,8.8,2,8.59,8.15,9.59,9.72,7.45,8.59,9.26
228,143,8.1,4,7.28,9.78,9.88,8.08,7.2,7.45,7.37
229,144,8.0,5,7.64,7.68,9.25,7.01,9.41,7.24,7.42
230,145,8.5,4,7.65,7.03,9.41,8.72,8.77,8.5,9.1
231,146,7.9,3,8.95,7.77,7.06,8.04,7.87,7.35,8.1
232,147,8.2,1,7.39,9.81,7.27,8.83,7.67,8.74,7.43
233,148,8.3,2,8.95,7.47,7.84,7.54,9.88,7.45,8.8
234,149,8.5,5,9.59,7.23,8.33,8.67,8.54,8.27,8.78
235,150,8.1,4,9.14,7.04,7.38,8.12,8.95,7.67,8.58
236,151,8.9,2,8.22,7.61,9.43,9.22,8.85,9.29,9.7
237,152,8.9,4,9.97,8.18,8.81,9.32,7.59,8.59,9.58
238,153,8.6,2,9.68,8.24,9.81,7.35,7.36,8.58,9.45
239,154,8.4,2,8.86,8.9,8.59,8.0,7.11,9.03,8.51
240,155,8.5,2,7.44,9.74,8.12,9.37,8.55,8.69,7.81
241,156,8.1,4,8.28,8.36,7.61,8.34,9.21,7.05,7.76
242,157,8.0,4,7.01,8.28,7.13,7.88,9.19,8.59,7.86
243,158,8.5,1,9.91,9.39,7.78,7.41,8.67,8.92,7.24
244,159,8.6,2,7.63,8.35,9.06,8.19,7.69,9.68,9.49
245,160,8.2,4,8.08,9.15,7.26,7.87,8.54,9.16,7.36
246,161,8.7,4,9.68,9.27,8.01,9.06,7.19,9.25,8.26
247,162,8.2,3,7.72,9.28,7.9,8.31,7.98,7.69,8.23
248,163,8.6,1,8.78,8.78,8.77,7.03,9.06,9.86,7.91
249,164,8.5,4,7.22,7.93,9.7,8.32,8.73,9.35,8.3
250,165,9.1,2,7.24,9.85,9.16,9.07,9.8,9.14,9.15
251,166,8.3,4,7.49,9.68,8.45,7.52,9.39,7.82,7.66
252,167,9.2,1,9.98,9.51,8.49,9.76,8.77,9.92,7.87
253,168,8.5,1,9.56,8.86,7.53,9.25,9.17,8.03,7.4
254,169,9.0,4,8.38,9.45,8.44,9.47,9.41,8.21,9.63
255,170,8.4,4,8.38,7.64,9.67,8.5,8.73,8.42,7.75
256,171,9.0,4,9.25,9.6,8.28,9.26,9.9,8.06,9.0
257,172,8.5,2,7.78,9.62,9.81,8.89,8.84,7.05,7.28
258,173,8.8,1,9.77,9.07,8.83,7.06,9.52,7.69,9.6
259,174,8.7,3,7.26,9.64,9.86,8.97,7.24,8.5,9.1
260,175,8.8,2,8.65,9.86,9.68,8.47,7.28,8.92,8.8
261,176,8.5,4,8.48,7.82,8.26,7.85,9.98,8.04,8.81
262,177,8.5,5,8.18,9.47,7.4,9.89,9.75,7.08,7.91
263,178,8.5,3,9.11,7.25,8.19,9.12,8.96,7.54,8.99
264,179,8.2,1,9.5,8.89,7.37,7.38,9.14,7.99,7.37
265,180,7.9,2,7.02,9.21,8.79,7.03,9.11,7.06,7.39
266,181,8.7,1,9.86,7.13,9.0,7.71,9.59,8.49,9.41
267,182,8.3,1,8.29,8.25,8.45,9.14,8.08,8.53,7.44
268,183,8.1,2,9.98,8.31,8.01,7.09,7.65,8.12,7.2
269,184,8.6,1,8.85,8.69,8.77,8.04,8.18,9.84,7.6
270,185,8.8,3,9.5,7.8,8.54,9.43,8.28,8.3,9.84
271,186,9.0,4,9.16,9.8,9.03,8.63,8.37,9.81,8.53
272,187,8.3,4,9.72,7.75,7.06,9.67,8.18,8.64,7.35
273,188,8.6,2,9.75,7.16,9.83,7.92,7.0,9.87,8.96
274,189,8.0,1,7.68,8.09,9.52,7.24,7.06,7.81,8.71
275,190,8.1,4,9.53,7.6,8.06,7.54,8.3,7.81,8.05
276,191,8.3,4,7.56,7.27,7.59,8.29,9.87,9.69,8.02
277,192,8.4,4,7.69,8.46,8.73,7.77,7.83,9.83,8.34
278,193,8.7,1,7.37,8.01,9.89,7.98,8.55,9.26,9.91
279,194,8.8,5,8.82,9.79,9.89,7.49,9.14,8.1,8.53
280,195,8.5,4,8.94,7.7,8.41,9.17,7.83,7.38,9.93
281,196,8.3,4,8.44,8.13,8.32,7.52,7.95,9.56,8.07
282,197,8.6,2,7.83,9.86,9.79,7.86,8.25,8.55,7.81
283,198,8.4,1,7.17,9.85,8.17,8.94,7.93,7.03,9.85
284,199,8.4,5,8.34,9.49,8.42,7.85,9.92,7.16,7.37
285,200,8.1,2,8.54,7.92,8.42,7.19,7.48,8.33,9.04
286,201,9.1,1,8.06,9.55,8.07,9.47,9.5,9.81,9.35
287,202,8.0,1,7.29,8.35,7.53,8.25,7.08,7.92,9.46
288,203,8.4,2,7.29,9.47,7.35,7.04,9.7,9.49,8.73
289,204,8.4,3,7.59,8.97,7.97,8.33,8.84,9.36,7.77
290,205,8.4,4,9.39,7.33,7.49,8.67,7.95,8.38,9.65
291,206,8.8,2,9.78,8.49,7.73,9.88,8.83,8.83,8.3
292,207,8.4,2,7.75,9.96,8.95,9.16,7.53,7.67,7.99
293,208,8.8,1,7.34,8.17,9.75,9.97,9.53,9.5,7.07
294,209,8.4,4,9.77,8.89,7.75,8.14,8.28,8.16,8.02
295,210,8.5,3,9.26,8.14,7.69,8.22,8.1,8.11,9.65
296,211,8.3,2,9.05,8.13,9.9,8.26,7.27,7.2,7.99
297,212,8.1,4,7.39,7.43,8.2,7.41,9.37,7.93,8.88
298,213,7.9,4,8.58,8.16,8.16,7.08,8.36,7.35,7.66
299,214,8.0,5,7.19,7.26,7.12,9.67,9.46,8.17,7.41
300,215,9.4,3,9.46,9.91,9.61,9.27,8.21,9.42,9.89
301,216,9.3,5,9.8,9.49,9.22,8.04,9.01,9.96,9.54
302,217,8.4,1,7.71,9.82,8.26,8.82,8.89,8.13,7.09
414,218,8.7,2,9.02,9.09,9.89,8.51,9.05,7.72,7.53
415,219,8.4,4,7.69,9.78,8.51,8.17,9.02,7.16,8.8
416,220,8.4,5,7.05,9.51,8.61,8.42,9.5,8.75,7.26
417,221,8.8,2,7.38,9.02,9.85,9.43,7.34,9.49,8.98
418,222,8.2,1,8.93,8.26,8.05,7.88,9.55,7.06,7.72
419,223,8.5,4,8.97,9.6,9.44,8.22,7.49,7.16,8.43
420,224,8.3,1,9.34,7.02,8.76,7.49,7.92,7.98,9.89
421,225,8.3,5,7.44,8.49,8.83,8.22,7.68,8.88,8.4
422,226,8.4,4,7.02,7.29,8.46,8.16,9.35,9.26,9.46
423,227,8.4,1,9.03,7.35,8.11,8.68,8.54,8.95,7.8
424,228,9.2,1,8.14,8.77,8.87,9.45,9.92,9.05,9.98
425,229,8.7,3,8.05,9.39,8.13,9.9,8.7,8.1,8.39
426,230,8.7,3,7.4,8.97,8.57,9.83,8.84,8.45,8.58
427,231,8.3,3,7.38,7.43,9.06,9.39,9.18,8.29,7.54
428,232,9.0,5,9.13,8.55,8.34,9.96,8.52,8.9,9.35
429,233,7.9,2,7.11,7.14,7.7,7.83,8.45,7.96,9.31
430,234,7.7,5,7.4,9.29,7.51,7.06,7.17,7.9,7.5
431,235,8.7,4,8.38,8.8,8.15,9.48,7.88,8.59,9.65
432,236,8.2,4,7.16,7.77,7.28,8.06,8.42,8.99,9.9
433,237,9.2,4,9.84,9.02,8.63,9.74,9.08,9.31,9.03
434,238,8.6,1,7.58,9.86,8.56,8.0,7.52,9.67,9.34
435,239,7.7,4,7.18,8.4,8.12,7.27,8.79,7.13,7.07
436,240,8.6,3,8.32,8.11,8.01,9.82,9.03,9.78,7.14
437,241,8.4,2,8.42,8.19,9.47,9.42,8.27,7.07,8.24
438,242,9.4,1,9.14,9.26,9.56,7.95,10.0,9.79,9.87
439,243,8.9,3,8.81,8.1,9.85,9.86,8.09,8.33,9.09
440,244,9.0,4,8.32,8.57,8.96,9.3,9.78,8.51,9.22
441,245,8.1,2,8.1,7.23,8.0,9.84,8.09,7.45,7.74
442,246,8.9,2,8.14,8.64,8.48,8.64,9.34,9.08,9.96
443,247,8.6,1,9.53,7.71,8.69,8.18,9.68,9.5,7.23
444,248,8.8,2,8.36,7.98,9.21,9.06,8.02,9.38,9.93
445,249,8.9,2,9.57,9.75,9.97,7.7,8.37,8.29,8.76
446,250,8.2,5,8.06,8.82,8.8,8.1,8.1,7.29,8.15
447,251,8.9,2,8.41,7.07,9.96,9.96,9.71,9.28,8.16
448,252,8.4,3,7.02,7.94,7.58,8.46,9.26,9.47,9.02
449,253,8.3,1,7.66,7.3,8.21,8.42,9.9,9.18,7.41
450,254,8.3,1,8.97,8.98,8.93,8.04,7.29,8.49,7.61
451,255,8.1,4,7.07,8.07,9.23,7.96,8.66,7.69,7.87
452,256,9.1,4,8.39,9.43,8.91,9.75,9.41,8.69,8.88
453,257,8.5,5,8.48,7.65,9.78,8.77,8.21,7.0,9.64
454,258,8.5,1,8.3,8.96,8.28,7.29,8.87,7.79,9.71
455,259,9.1,5,9.83,9.96,8.17,9.57,8.15,8.04,9.71
456,260,9.2,2,9.54,9.77,9.44,8.53,8.55,9.58,9.08
457,261,8.5,1,8.89,8.38,9.34,7.68,8.76,8.53,8.02
458,262,7.9,2,7.74,7.67,7.48,7.53,8.61,8.74,7.38
459,263,8.4,2,8.2,7.64,8.52,8.07,9.35,8.25,8.99
460,264,8.6,2,8.54,9.79,8.45,8.99,7.57,9.03,7.78
461,265,7.9,2,7.8,7.67,8.9,8.25,8.14,7.16,7.65
462,266,8.6,4,9.73,7.51,8.01,9.81,8.32,8.61,8.2
463,267,8.4,2,7.58,8.68,9.24,8.54,7.39,9.3,7.84
464,268,8.0,4,9.28,9.41,7.04,7.29,8.63,7.02,7.65
465,269,8.4,2,10.0,9.15,7.27,8.4,8.57,7.29,8.31
466,270,8.1,2,7.71,7.22,8.35,7.77,8.93,9.06,7.66
467,271,8.6,4,9.9,7.65,9.1,9.6,7.95,7.09,8.64
468,272,8.1,2,8.52,8.12,8.29,7.38,7.64,7.87,8.65
469,273,8.2,2,7.26,8.15,8.84,8.94,8.25,7.62,8.05
470,274,8.5,2,9.75,7.49,7.09,7.96,8.96,8.68,9.77
471,275,8.5,4,7.9,9.25,8.46,8.58,9.44,7.37,8.57
472,276,9.0,2,9.66,8.75,9.93,7.72,8.24,9.41,9.41
473,277,7.8,4,8.54,7.59,8.86,7.35,7.12,7.04,8.01
474,278,8.7,1,9.17,8.74,9.16,9.66,8.47,8.18,7.18
475,279,8.6,5,8.79,9.46,9.48,8.71,8.44,7.85,7.77
476,280,9.1,4,9.87,8.98,9.65,9.36,9.94,8.48,7.47
477,281,8.4,1,9.93,7.46,9.12,7.04,8.58,8.26,8.3
478,282,8.3,3,9.28,8.75,8.54,8.13,7.32,8.72,7.53
479,283,8.8,4,9.06,8.98,8.91,7.3,9.05,8.19,9.98
480,284,8.9,3,8.87,9.28,9.35,9.53,9.41,7.56,8.42
481,285,8.7,1,7.86,8.95,7.65,8.51,9.59,9.2,9.47
482,286,8.0,1,7.86,8.27,9.99,7.72,7.58,7.21,7.06
483,287,7.8,5,7.41,7.12,7.31,7.96,9.34,7.75,7.88
484,288,8.6,3,7.54,8.69,9.8,7.68,9.01,9.98,7.61
485,289,8.5,2,7.33,8.55,9.81,7.69,7.56,8.52,9.86
486,290,8.5,3,9.43,8.97,7.64,7.32,8.44,9.13,8.45
487,291,8.8,4,9.82,8.0,8.82,8.97,9.76,8.76,7.67
488,292,8.6,2,9.02,8.06,7.04,8.9,9.51,8.78,8.77
489,293,8.4,4,7.73,7.04,8.32,8.76,8.21,9.35,9.24
490,294,8.2,2,8.48,8.85,7.75,9.06,7.12,7.94,8.13
491,295,9.2,4,7.77,9.68,9.47,9.47,9.95,9.48,8.28
492,296,9.0,1,9.85,9.4,8.56,8.18,9.0,9.53,8.15
493,297,8.2,2,7.47,9.51,7.61,8.69,8.98,8.32,7.13
494,298,9.0,4,9.16,7.66,8.22,8.04,9.86,9.88,9.83
495,299,8.0,1,7.19,7.57,8.14,7.73,7.23,9.1,9.36
496,300,8.5,4,9.29,7.57,9.27,8.25,8.98,7.14,8.81
497,301,8.4,2,8.26,8.91,9.12,8.36,7.82,7.32,8.77
498,302,8.2,1,8.6,7.7,9.96,8.14,7.07,7.81,8.08
499,303,8.4,1,7.5,9.16,9.07,7.14,8.58,7.64,9.43
500,304,8.3,4,9.28,7.01,9.55,7.94,8.49,7.78,7.71
501,305,8.2,2,7.63,8.69,9.18,7.55,9.21,7.44,8.04
502,306,8.4,1,9.43,7.79,9.63,8.13,7.92,8.39,7.53
503,307,8.9,2,9.82,8.93,8.9,8.55,7.83,9.11,8.88
504,308,8.4,5,7.74,7.43,8.41,9.12,8.09,9.78,8.23
505,309,8.5,1,9.71,7.72,9.62,8.78,7.78,7.36,8.31
506,310,7.9,4,7.05,8.04,8.77,7.52,9.46,7.08,7.64
507,311,8.6,2,7.61,7.49,9.68,7.88,9.07,8.68,9.84
508,312,8.8,5,8.55,8.72,9.53,9.9,7.44,7.72,9.48
509,313,8.6,4,8.95,9.2,7.04,7.57,8.74,8.6,9.75
510,314,8.1,3,8.61,8.0,8.42,8.3,7.01,7.53,8.61
511,315,8.3,1,8.58,9.51,7.67,7.5,9.01,7.52,8.52
512,316,9.2,2,9.5,9.03,9.68,7.89,9.13,9.57,9.85
513,317,8.9,5,9.8,8.39,8.93,8.79,7.84,9.39,9.07
514,318,8.7,4,9.63,9.63,7.25,8.07,9.95,8.93,7.55
515,319,8.4,2,7.39,9.24,7.79,8.16,7.84,8.58,9.56
516,320,8.5,4,9.22,9.47,8.78,7.2,7.83,9.28,7.62
517,321,8.4,5,7.17,9.71,9.04,8.04,7.87,8.95,8.11
518,322,8.5,4,8.0,8.27,7.48,8.65,8.9,9.83,8.54
519,323,8.9,4,7.91,7.77,9.82,9.45,8.81,9.41,9.38
520,324,8.9,1,9.53,8.69,9.43,8.42,9.26,9.2,7.96
521,325,7.9,4,9.45,9.16,7.25,7.34,7.17,7.43,7.69
522,326,8.6,2,9.48,8.6,7.77,8.59,8.22,9.69,7.82
523,327,8.1,4,8.02,7.63,8.98,9.37,7.99,7.26,7.33
524,328,8.7,2,9.25,9.58,9.79,8.98,7.88,7.98,7.62
525,329,8.8,2,7.52,7.71,8.8,8.92,9.52,9.59,9.48
526,330,8.7,1,9.98,9.15,8.94,8.81,7.63,7.42,8.9
527,331,8.5,3,9.04,7.43,9.32,8.36,8.63,8.69,8.07
528,332,8.5,1,8.97,8.15,8.75,9.45,7.21,7.16,9.93
529,333,9.4,5,9.89,9.31,8.9,9.37,9.9,9.16,9.19
530,334,8.7,1,8.71,9.61,8.71,9.5,8.18,7.34,9.02
531,335,9.0,4,8.2,7.79,9.61,7.87,9.96,9.37,9.94
532,336,8.8,3,8.71,9.89,7.87,8.67,8.3,8.8,9.12
533,337,8.0,2,8.54,7.03,8.82,8.41,8.03,7.66,7.55
534,338,8.9,5,7.5,9.62,8.68,8.98,9.33,9.32,9.19
535,339,8.5,4,9.3,7.74,8.09,8.64,9.44,7.1,9.13
536,340,8.0,3,7.28,9.63,8.29,7.92,8.05,7.27,7.63
537,341,8.1,4,9.16,7.42,8.13,8.93,7.13,8.83,7.33
538,342,8.8,4,9.39,7.55,8.52,9.78,9.82,8.02,8.82
539,343,7.8,4,8.46,8.61,7.36,8.08,7.6,7.05,7.43
540,344,9.1,1,8.32,9.35,9.02,7.58,9.6,9.93,9.82
541,345,8.9,2,9.43,9.69,9.38,9.37,8.64,7.2,8.82
542,346,9.1,3,9.36,7.82,8.84,9.83,9.23,9.59,8.73
543,347,9.0,2,9.91,7.21,9.62,9.19,9.23,9.52,8.47
544,348,8.7,5,7.4,8.26,7.2,9.73,9.94,8.42,9.92
545,349,8.7,1,7.76,9.54,8.93,9.1,8.93,8.93,7.66
546,350,8.3,4,8.42,7.92,9.19,9.38,7.77,7.48,7.6
547,351,9.2,4,9.62,9.91,9.5,9.73,9.71,7.01,9.17
548,352,8.7,4,9.76,8.01,8.79,9.82,9.8,7.9,7.15
549,353,8.7,1,8.71,9.94,7.43,9.22,7.21,9.72,8.38
550,354,8.4,2,8.67,7.51,7.85,9.69,8.52,8.68,7.53
551,355,8.4,3,9.52,9.15,8.56,8.12,7.37,7.25,9.0
